"","methods","setups","RMSE","run"
"3533","True Effect",5,0.0590941919746247,77
"3534","True Effect",5,0.0684352720045676,78
"3535","True Effect",5,0.0795159060346902,79
"3536","True Effect",5,0.048982799958275,80
"3537","True Effect",5,0.0648664752738792,81
"3538","True Effect",5,0.059977323783656,82
"3539","True Effect",5,0.0609513660925496,83
"3540","True Effect",5,0.0511543230818002,84
"3541","True Effect",5,0.0541459988476088,85
"3542","True Effect",5,0.059922146222281,86
"3543","True Effect",5,0.0678326251060468,87
"3544","True Effect",5,0.0789760963762577,88
"3545","True Effect",5,0.0669018753086079,89
"3546","True Effect",5,0.0638500676156078,90
"3547","True Effect",5,0.0420330621977569,91
"3548","True Effect",5,0.0618895278131881,92
"3549","True Effect",5,0.0310118116183401,93
"3550","True Effect",5,0.0514251575495949,94
"3551","True Effect",5,0.0942658225068239,95
"3552","True Effect",5,0.063011252591685,96
"3553","True Effect",5,0.065143094978819,97
"3554","True Effect",5,0.066043479289081,98
"3555","True Effect",5,0.048734420537105,99
"3556","True Effect",5,0.0460660314023864,100
"3557","True Effect",5,0.0542497003006282,101
"3558","True Effect",5,0.07406661928775,102
"3559","True Effect",5,0.0652954213319382,103
"3560","True Effect",5,0.0496380957712457,104
"3561","True Effect",5,0.0828323587107889,105
"3562","True Effect",5,0.0808583018429177,106
"3563","True Effect",5,0.0794336195258467,107
"3564","True Effect",5,0.0481304288907924,108
"3565","Usual",5,0.19755789875073,1
"3566","Usual",5,0.150589867604269,2
"3567","Usual",5,0.216419193293745,3
"3568","Usual",5,0.174099727949602,4
"3569","Usual",5,0.196022413051024,5
"3570","Usual",5,0.183450790238787,6
"3571","Usual",5,0.194430210883641,7
"3572","Usual",5,0.16429599453797,8
"3573","Usual",5,0.195370046538938,9
"3574","Usual",5,0.211089871618761,10
"3575","Usual",5,0.209716609297677,11
"3576","Usual",5,0.216147115970092,12
"3577","Usual",5,0.193104153504209,13
"3578","Usual",5,0.194962856767752,14
"3579","Usual",5,0.190936205807572,15
"3580","Usual",5,0.186006479814394,16
"3581","Usual",5,0.2045207647204,17
"3582","Usual",5,0.166312576924896,18
"3583","Usual",5,0.160502687379196,19
"3584","Usual",5,0.199158177442886,20
"3585","Usual",5,0.229961049513424,21
"3586","Usual",5,0.183733672353785,22
"3587","Usual",5,0.220802023270985,23
"3588","Usual",5,0.164261150924975,24
"3589","Usual",5,0.170376909373631,25
"3590","Usual",5,0.151913449630183,26
"3591","Usual",5,0.220812030997985,27
"3592","Usual",5,0.218760324027596,28
"3593","Usual",5,0.126001533603164,29
"3594","Usual",5,0.151005188864956,30
"3595","Usual",5,0.189078874395686,31
"3596","Usual",5,0.189865810671973,32
"3597","Usual",5,0.195918287742451,33
"3598","Usual",5,0.175639996451395,34
"3599","Usual",5,0.195479131217796,35
"3600","Usual",5,0.190081004740664,36
"3601","Usual",5,0.172416155005004,37
"3602","Usual",5,0.222107270026076,38
"3603","Usual",5,0.163893867742774,39
"3604","Usual",5,0.235677348986496,40
"3605","Usual",5,0.185745566249887,41
"3606","Usual",5,0.150552249138466,42
"3607","Usual",5,0.186629514670187,43
"3608","Usual",5,0.190119004945776,44
"3609","Usual",5,0.183229694704709,45
"3610","Usual",5,0.237918629037155,46
"3611","Usual",5,0.196211048303398,47
"3612","Usual",5,0.19516349983632,48
"3613","Usual",5,0.172369850232215,49
"3614","Usual",5,0.227554454618972,50
"3615","Usual",5,0.168621072387704,51
"3616","Usual",5,0.173154339371779,52
"3617","Usual",5,0.235518728232068,53
"3618","Usual",5,0.171452879076551,54
"3619","Usual",5,0.162349825656302,55
"3620","Usual",5,0.190418996114685,56
"3621","Usual",5,0.184913628382825,57
"3622","Usual",5,0.177952261161672,58
"3623","Usual",5,0.215865334385821,59
"3624","Usual",5,0.159044014572271,60
"3625","Usual",5,0.181075869366942,61
"3626","Usual",5,0.182761947899741,62
"3627","Usual",5,0.215253095120605,63
"3628","Usual",5,0.195707179597816,64
"3629","Usual",5,0.188545285759534,65
"3630","Usual",5,0.204492178694504,66
"3631","Usual",5,0.20979675646405,67
"3632","Usual",5,0.179705483765441,68
"3633","Usual",5,0.196894676264734,69
"3634","Usual",5,0.162704481996747,70
"3635","Usual",5,0.146687135776993,71
"3636","Usual",5,0.184942480889152,72
"3637","Usual",5,0.203726203705878,73
"3638","Usual",5,0.203432242319233,74
"3639","Usual",5,0.208534349255233,75
"3640","Usual",5,0.208799247919835,76
"3641","Usual",5,0.192796341578625,77
"3642","Usual",5,0.186878194343685,78
"3643","Usual",5,0.185647171922591,79
"3644","Usual",5,0.2126817863822,80
"3645","Usual",5,0.14364905607539,81
"3646","Usual",5,0.16060355528047,82
"3647","Usual",5,0.190587004312685,83
"3648","Usual",5,0.205360826507236,84
"3649","Usual",5,0.156832688288997,85
"3650","Usual",5,0.201506109446366,86
"3651","Usual",5,0.186332613852623,87
"3652","Usual",5,0.186544324239828,88
"3653","Usual",5,0.18133919400333,89
"3654","Usual",5,0.21205586222393,90
"3655","Usual",5,0.201087863635072,91
"3656","Usual",5,0.194695876154341,92
"3657","Usual",5,0.192834594267495,93
"3658","Usual",5,0.192353683339984,94
"3659","Usual",5,0.240432333534618,95
"3660","Usual",5,0.192536495333516,96
"3661","Usual",5,0.20764451154513,97
"3662","Usual",5,0.188690607216453,98
"3663","Usual",5,0.211155673533613,99
"3664","Usual",5,0.182149471900357,100
"3665","Usual",5,0.170274839909074,101
"3666","Usual",5,0.175305778271302,102
"3667","Usual",5,0.163866041265208,103
"3668","Usual",5,0.171137802477023,104
"3669","Usual",5,0.202742062467199,105
"3670","Usual",5,0.235400412463481,106
"3671","Usual",5,0.171698470104012,107
"3672","Usual",5,0.218538125673426,108
"3673","Spearman",5,0.162694071188277,1
"3674","Spearman",5,0.15635897113644,2
"3675","Spearman",5,0.205649104722326,3
"3676","Spearman",5,0.146710724002532,4
"3677","Spearman",5,0.124266329485709,5
"3678","Spearman",5,0.219649945115947,6
"3679","Spearman",5,0.155477218929159,7
"3680","Spearman",5,0.148965209878307,8
"3681","Spearman",5,0.112529789169899,9
"3682","Spearman",5,0.143837158630589,10
"3683","Spearman",5,0.171864243659098,11
"3684","Spearman",5,0.143254082036617,12
"3685","Spearman",5,0.135233678025487,13
"3686","Spearman",5,0.129307382616768,14
"3687","Spearman",5,0.13834007695771,15
"3688","Spearman",5,0.142744017303633,16
"3689","Spearman",5,0.134964262398901,17
"3690","Spearman",5,0.124995097344651,18
"3691","Spearman",5,0.147511624754269,19
"3692","Spearman",5,0.130401803428907,20
"3693","Spearman",5,0.171514173250994,21
"3694","Spearman",5,0.134728959776768,22
"3695","Spearman",5,0.208738618875548,23
"3696","Spearman",5,0.1753503621071,24
"3697","Spearman",5,0.143142049443697,25
"3698","Spearman",5,0.208216603705098,26
"3699","Spearman",5,0.161442323895812,27
"3700","Spearman",5,0.174962140068606,28
"3701","Spearman",5,0.138522119837675,29
"3702","Spearman",5,0.137051883703513,30
"3703","Spearman",5,0.216206812849185,31
"3704","Spearman",5,0.099085090118855,32
"3705","Spearman",5,0.189002502914556,33
"3706","Spearman",5,0.150241702572329,34
"3707","Spearman",5,0.139360937599269,35
"3708","Spearman",5,0.133163854592387,36
"3709","Spearman",5,0.161347673752846,37
"3710","Spearman",5,0.190513075570632,38
"3711","Spearman",5,0.0987150877830956,39
"3712","Spearman",5,0.165806516612875,40
"3713","Spearman",5,0.107097884511146,41
"3714","Spearman",5,0.160418592987605,42
"3715","Spearman",5,0.155738703616292,43
"3716","Spearman",5,0.18396148235742,44
"3717","Spearman",5,0.160542336726068,45
"3718","Spearman",5,0.200201971551917,46
"3719","Spearman",5,0.19971762073444,47
"3720","Spearman",5,0.157629260311312,48
"3721","Spearman",5,0.189903715336,49
"3722","Spearman",5,0.172644423839978,50
"3723","Spearman",5,0.195757877290352,51
"3724","Spearman",5,0.120841498475695,52
"3725","Spearman",5,0.201626604465488,53
"3726","Spearman",5,0.169124396140605,54
"3727","Spearman",5,0.143293188809766,55
"3728","Spearman",5,0.139714982375918,56
"3729","Spearman",5,0.134403376360702,57
"3730","Spearman",5,0.117709399659276,58
"3731","Spearman",5,0.196213161133444,59
"3732","Spearman",5,0.113979926792028,60
"3733","Spearman",5,0.134853218285851,61
"3734","Spearman",5,0.110823872154479,62
"3735","Spearman",5,0.166760223241473,63
"3736","Spearman",5,0.117270693211911,64
"3737","Spearman",5,0.121413437396663,65
"3738","Spearman",5,0.175533367422108,66
"3739","Spearman",5,0.199810563502793,67
"3740","Spearman",5,0.162920115383058,68
"3741","Spearman",5,0.161540946825669,69
"3742","Spearman",5,0.178108450577442,70
"3743","Spearman",5,0.189853430637553,71
"3744","Spearman",5,0.0929941301486273,72
"3745","Spearman",5,0.130779439848917,73
"3746","Spearman",5,0.127838644880247,74
"3747","Spearman",5,0.176558306373698,75
"3748","Spearman",5,0.112013281518997,76
"3749","Spearman",5,0.147119514237234,77
"3750","Spearman",5,0.188946966788784,78
"3751","Spearman",5,0.153275619949613,79
"3752","Spearman",5,0.127998776083689,80
"3753","Spearman",5,0.156871125373324,81
"3754","Spearman",5,0.148959656388341,82
"3755","Spearman",5,0.137089439895574,83
"3756","Spearman",5,0.154290782409504,84
"3757","Spearman",5,0.138068011022892,85
"3758","Spearman",5,0.176347765613271,86
"3759","Spearman",5,0.160115151260227,87
"3760","Spearman",5,0.136352096295333,88
"3761","Spearman",5,0.0811178343038339,89
"3762","Spearman",5,0.145874199447832,90
"3763","Spearman",5,0.174347280910991,91
"3764","Spearman",5,0.148790071917257,92
"3765","Spearman",5,0.213924858542828,93
"3766","Spearman",5,0.188582765344285,94
"3767","Spearman",5,0.256761692776162,95
"3768","Spearman",5,0.131665325969772,96
"3769","Spearman",5,0.186459373168427,97
"3770","Spearman",5,0.147690581186394,98
"3771","Spearman",5,0.193328752010607,99
"3772","Spearman",5,0.164224096115633,100
"3773","Spearman",5,0.17157943984596,101
"3774","Spearman",5,0.142555059910738,102
"3775","Spearman",5,0.124800089467649,103
"3776","Spearman",5,0.146424445603665,104
"3777","Spearman",5,0.139466164174099,105
"3778","Spearman",5,0.172206138057586,106
"3779","Spearman",5,0.142414066951174,107
"3780","Spearman",5,0.163660759483078,108
"3781","Wishart",5,0.171655936880284,1
"3782","Wishart",5,0.214852313728909,2
"3783","Wishart",5,0.222369372574979,3
"3784","Wishart",5,0.17652852916185,4
"3785","Wishart",5,0.150925855001283,5
"3786","Wishart",5,0.228769671362788,6
"3787","Wishart",5,0.184155759084457,7
"3788","Wishart",5,0.190169150586215,8
"3789","Wishart",5,0.130847353900272,9
"3790","Wishart",5,0.144883063970313,10
"3791","Wishart",5,0.150872701659405,11
"3792","Wishart",5,0.169687502702926,12
"3793","Wishart",5,0.14732227740351,13
"3794","Wishart",5,0.163304406418475,14
"3795","Wishart",5,0.152241855572385,15
"3796","Wishart",5,0.177269947958272,16
"3797","Wishart",5,0.159942267492839,17
"3798","Wishart",5,0.193934148518157,18
"3799","Wishart",5,0.18030118196339,19
"3800","Wishart",5,0.145531271997387,20
"3801","Wishart",5,0.181244513402683,21
"3802","Wishart",5,0.190793132370942,22
"3803","Wishart",5,0.222730073240513,23
"3804","Wishart",5,0.192147820408351,24
"3805","Wishart",5,0.191115580414445,25
"3806","Wishart",5,0.194207098792657,26
"3807","Wishart",5,0.147288869620703,27
"3808","Wishart",5,0.191995004908805,28
"3809","Wishart",5,0.19626708320949,29
"3810","Wishart",5,0.160907075138341,30
"3811","Wishart",5,0.244949116564565,31
"3812","Wishart",5,0.133891282312427,32
"3813","Wishart",5,0.161196114656489,33
"3814","Wishart",5,0.1961926429668,34
"3815","Wishart",5,0.156616231036363,35
"3816","Wishart",5,0.134739055777039,36
"3817","Wishart",5,0.164638258860752,37
"3818","Wishart",5,0.193977358036984,38
"3819","Wishart",5,0.144728147507394,39
"3820","Wishart",5,0.153442690813618,40
"3821","Wishart",5,0.150849101776482,41
"3822","Wishart",5,0.219342543170185,42
"3823","Wishart",5,0.176720028814965,43
"3824","Wishart",5,0.151436492024692,44
"3825","Wishart",5,0.174105721799533,45
"3826","Wishart",5,0.180175802820174,46
"3827","Wishart",5,0.201906539339707,47
"3828","Wishart",5,0.1628713056488,48
"3829","Wishart",5,0.213598120796764,49
"3830","Wishart",5,0.189145613523823,50
"3831","Wishart",5,0.220112917220949,51
"3832","Wishart",5,0.148348154474286,52
"3833","Wishart",5,0.214867554972039,53
"3834","Wishart",5,0.155025472072063,54
"3835","Wishart",5,0.19855462437975,55
"3836","Wishart",5,0.158182861435929,56
"3837","Wishart",5,0.179809673679706,57
"3838","Wishart",5,0.164311169363156,58
"3839","Wishart",5,0.144711585197078,59
"3840","Wishart",5,0.179958109570928,60
"3841","Wishart",5,0.188904448752884,61
"3842","Wishart",5,0.156327878338715,62
"3843","Wishart",5,0.181355954443987,63
"3844","Wishart",5,0.118547884864218,64
"3845","Wishart",5,0.140323189600213,65
"3846","Wishart",5,0.207816451701857,66
"3847","Wishart",5,0.175061655336844,67
"3848","Wishart",5,0.177501598022035,68
"3849","Wishart",5,0.185300630410274,69
"3850","Wishart",5,0.221217804037817,70
"3851","Wishart",5,0.218796907869978,71
"3852","Wishart",5,0.122840812804268,72
"3853","Wishart",5,0.172052985022226,73
"3854","Wishart",5,0.146918708479442,74
"3855","Wishart",5,0.207006417642501,75
"3856","Wishart",5,0.129882024993915,76
"3857","Wishart",5,0.188263915610789,77
"3858","Wishart",5,0.220936353872372,78
"3859","Wishart",5,0.151721090255927,79
"3860","Wishart",5,0.132966613549314,80
"3861","Wishart",5,0.19940764587709,81
"3862","Wishart",5,0.164586156204155,82
"3863","Wishart",5,0.155460507072785,83
"3864","Wishart",5,0.17871595551585,84
"3865","Wishart",5,0.191754906056041,85
"3866","Wishart",5,0.186946809886167,86
"3867","Wishart",5,0.166166527692222,87
"3868","Wishart",5,0.181726002682142,88
"3869","Wishart",5,0.111714015019674,89
"3870","Wishart",5,0.155682951848706,90
"3871","Wishart",5,0.189675865973226,91
"3872","Wishart",5,0.14062884537987,92
"3873","Wishart",5,0.234957387175582,93
"3874","Wishart",5,0.158941699659532,94
"3875","Wishart",5,0.233708300164477,95
"3876","Wishart",5,0.156356388251173,96
"3877","Wishart",5,0.19342637061156,97
"3878","Wishart",5,0.194189526073421,98
"3879","Wishart",5,0.203748197823338,99
"3880","Wishart",5,0.214111679618515,100
"3881","Wishart",5,0.177423541816058,101
"3882","Wishart",5,0.171651898377018,102
"3883","Wishart",5,0.144992024273026,103
"3884","Wishart",5,0.15678169153862,104
"3885","Wishart",5,0.150659410474467,105
"3886","Wishart",5,0.174574370018187,106
"3887","Wishart",5,0.185849167067985,107
"3888","Wishart",5,0.17067705035204,108
"3889","1F",5,0.0582025983731206,1
"3890","1F",5,0.143208149357233,2
"3891","1F",5,0.14781375802438,3
"3892","1F",5,0.0854108399336376,4
"3893","1F",5,0.058275319380314,5
"3894","1F",5,0.147599384209044,6
"3895","1F",5,0.102628634634867,7
"3896","1F",5,0.122920224446521,8
"3897","1F",5,0.0859730209274111,9
"3898","1F",5,0.106319077346319,10
"3899","1F",5,0.111067821772536,11
"3900","1F",5,0.104510860661525,12
"3901","1F",5,0.0965414968345032,13
"3902","1F",5,0.0957815491515041,14
"3903","1F",5,0.0984717981996988,15
"3904","1F",5,0.0739919244492432,16
"3905","1F",5,0.0903886861756243,17
"3906","1F",5,0.104953389336667,18
"3907","1F",5,0.0871276968252202,19
"3908","1F",5,0.0879755103902905,20
"3909","1F",5,0.13522134551028,21
"3910","1F",5,0.0464776150622986,22
"3911","1F",5,0.115571562304093,23
"3912","1F",5,0.128741245659422,24
"3913","1F",5,0.0804050422775259,25
"3914","1F",5,0.101923274824825,26
"3915","1F",5,0.0811728395939988,27
"3916","1F",5,0.147787801985761,28
"3917","1F",5,0.10526232263317,29
"3918","1F",5,0.0674041961052083,30
"3919","1F",5,0.133162592943823,31
"3920","1F",5,0.0771809047865545,32
"3921","1F",5,0.108217943126169,33
"3922","1F",5,0.0993081790906527,34
"3923","1F",5,0.0839144735771574,35
"3924","1F",5,0.0562890611827542,36
"3925","1F",5,0.0890977294566328,37
"3926","1F",5,0.175020224317796,38
"3927","1F",5,0.0801001447421671,39
"3928","1F",5,0.145337627394206,40
"3929","1F",5,0.0716402534241109,41
"3930","1F",5,0.132128453099836,42
"3931","1F",5,0.0956744355837292,43
"3932","1F",5,0.091774041145878,44
"3933","1F",5,0.098222083683667,45
"3934","1F",5,0.138940442598892,46
"3935","1F",5,0.122752218921543,47
"3936","1F",5,0.0621872334105861,48
"3937","1F",5,0.14403312136614,49
"3938","1F",5,0.134316053374363,50
"3939","1F",5,0.140301436089281,51
"3940","1F",5,0.073340242557749,52
"3941","1F",5,0.174477478200253,53
"3942","1F",5,0.093817496998285,54
"3943","1F",5,0.126415539636713,55
"3944","1F",5,0.0629287448485635,56
"3945","1F",5,0.0793230467704591,57
"3946","1F",5,0.0886228979843542,58
"3947","1F",5,0.111470864246736,59
"3948","1F",5,0.0884405397014127,60
"3949","1F",5,0.126642409228025,61
"3950","1F",5,0.0935626016041573,62
"3951","1F",5,0.119931895845689,63
"3952","1F",5,0.0773850539853401,64
"3953","1F",5,0.0672676214679,65
"3954","1F",5,0.147838433776099,66
"3955","1F",5,0.141063423879785,67
"3956","1F",5,0.102315771831523,68
"3957","1F",5,0.136217989085409,69
"3958","1F",5,0.115685976357685,70
"3959","1F",5,0.126560235091167,71
"3960","1F",5,0.0589260088780403,72
"3961","1F",5,0.0736596694012703,73
"3962","1F",5,0.0962954947932631,74
"3963","1F",5,0.146009481034854,75
"3964","1F",5,0.0783197412650303,76
"3965","1F",5,0.0959777693384308,77
"3966","1F",5,0.12525970156412,78
"3967","1F",5,0.0911514534088541,79
"3968","1F",5,0.079191504428527,80
"3969","1F",5,0.107709490530971,81
"3970","1F",5,0.103076099959557,82
"3971","1F",5,0.0571255341553139,83
"3972","1F",5,0.107024836575763,84
"3973","1F",5,0.093938661512201,85
"3974","1F",5,0.140882119174661,86
"3975","1F",5,0.0998198145557336,87
"3976","1F",5,0.108887370836219,88
"3977","1F",5,0.0535696755355699,89
"3978","1F",5,0.0981132438348315,90
"3979","1F",5,0.0992446908792598,91
"3980","1F",5,0.0898080308384132,92
"3981","1F",5,0.177357155104777,93
"3982","1F",5,0.0771061895706377,94
"3983","1F",5,0.151457182526879,95
"3984","1F",5,0.0801563013325385,96
"3985","1F",5,0.130632585394009,97
"3986","1F",5,0.123885842467147,98
"3987","1F",5,0.148446535044518,99
"3988","1F",5,0.153305960353637,100
"3989","1F",5,0.101236660991827,101
"3990","1F",5,0.115596988171678,102
"3991","1F",5,0.0836272118563618,103
"3992","1F",5,0.045561368084699,104
"3993","1F",5,0.0636185039329397,105
"3994","1F",5,0.13200668691465,106
"3995","1F",5,0.103566350122726,107
"3996","1F",5,0.121358583081321,108
"3997","1F+",5,0.0553978623163559,1
"3998","1F+",5,0.128640126785042,2
"3999","1F+",5,0.136266940586345,3
"4000","1F+",5,0.089469052479492,4
"4001","1F+",5,0.048472797205877,5
"4002","1F+",5,0.14751218575854,6
"4003","1F+",5,0.109805819123399,7
"4004","1F+",5,0.113019077699251,8
"4005","1F+",5,0.072481576316251,9
"4006","1F+",5,0.113567047245483,10
"4007","1F+",5,0.102374080609921,11
"4008","1F+",5,0.110236931994371,12
"4009","1F+",5,0.0885794702103994,13
"4010","1F+",5,0.0997921274546815,14
"4011","1F+",5,0.0817295880421527,15
"4012","1F+",5,0.0670303449593635,16
"4013","1F+",5,0.0918637988788492,17
"4014","1F+",5,0.105822320514789,18
"4015","1F+",5,0.096826607981639,19
"4016","1F+",5,0.0902460814769672,20
"4017","1F+",5,0.122471502475898,21
"4018","1F+",5,0.0564817969397332,22
"4019","1F+",5,0.127587896110779,23
"4020","1F+",5,0.123546024403036,24
"4021","1F+",5,0.072433418600095,25
"4022","1F+",5,0.0957662330382478,26
"4023","1F+",5,0.075520676323153,27
"4024","1F+",5,0.149922416531061,28
"4025","1F+",5,0.116415933132472,29
"4026","1F+",5,0.0781241366206976,30
"4027","1F+",5,0.123601712269222,31
"4028","1F+",5,0.0678442731559672,32
"4029","1F+",5,0.10942634856521,33
"4030","1F+",5,0.0903294743863428,34
"4031","1F+",5,0.0741793535147255,35
"4032","1F+",5,0.0504084118928714,36
"4033","1F+",5,0.0893027512684573,37
"4034","1F+",5,0.148362216639934,38
"4035","1F+",5,0.0745346380955337,39
"4036","1F+",5,0.13025140881679,40
"4037","1F+",5,0.0566682804844003,41
"4038","1F+",5,0.123619857337853,42
"4039","1F+",5,0.0926958631953167,43
"4040","1F+",5,0.0874543593277423,44
"4041","1F+",5,0.102105500644172,45
"4042","1F+",5,0.14703941367529,46
"4043","1F+",5,0.122830696723897,47
"4044","1F+",5,0.0685313379859028,48
"4045","1F+",5,0.137547280794329,49
"4046","1F+",5,0.130950721121591,50
"4047","1F+",5,0.121354907642758,51
"4048","1F+",5,0.0643585635288428,52
"4049","1F+",5,0.13129360019194,53
"4050","1F+",5,0.0840672712086583,54
"4051","1F+",5,0.112416204522849,55
"4052","1F+",5,0.070494842061787,56
"4053","1F+",5,0.100505767148406,57
"4054","1F+",5,0.0845998417739474,58
"4055","1F+",5,0.104063607477662,59
"4056","1F+",5,0.0995030134173134,60
"4057","1F+",5,0.112544015096409,61
"4058","1F+",5,0.0926642828406675,62
"4059","1F+",5,0.108345246365069,63
"4060","1F+",5,0.0588563500659108,64
"4061","1F+",5,0.0616335226469835,65
"4062","1F+",5,0.142649192844118,66
"4063","1F+",5,0.111884124241653,67
"4064","1F+",5,0.114713360698399,68
"4065","1F+",5,0.134056127265614,69
"4066","1F+",5,0.129911127257427,70
"4067","1F+",5,0.114154255568814,71
"4068","1F+",5,0.0638591204043372,72
"4069","1F+",5,0.0766956759201614,73
"4070","1F+",5,0.0964114090324449,74
"4071","1F+",5,0.123211233357829,75
"4072","1F+",5,0.0665039111107564,76
"4073","1F+",5,0.100383701986886,77
"4074","1F+",5,0.114679699302856,78
"4075","1F+",5,0.0904005357786553,79
"4076","1F+",5,0.0796394629168537,80
"4077","1F+",5,0.103982245498363,81
"4078","1F+",5,0.0912948572474973,82
"4079","1F+",5,0.0596602607322826,83
"4080","1F+",5,0.0914708669413495,84
"4081","1F+",5,0.0943819796971014,85
"4082","1F+",5,0.11614567307623,86
"4083","1F+",5,0.0953969711356401,87
"4084","1F+",5,0.106513689001512,88
"4085","1F+",5,0.045283100383146,89
"4086","1F+",5,0.110470244817463,90
"4087","1F+",5,0.0969385584164335,91
"4088","1F+",5,0.0829164201856717,92
"4089","1F+",5,0.136659467833332,93
"4090","1F+",5,0.0631020782712935,94
"4091","1F+",5,0.150574018800307,95
"4092","1F+",5,0.0834192750796623,96
"4093","1F+",5,0.131558968142965,97
"4094","1F+",5,0.115710039897191,98
"4095","1F+",5,0.145745245811215,99
"4096","1F+",5,0.128159798074312,100
"4097","1F+",5,0.117509290290947,101
"4098","1F+",5,0.0852644416483674,102
"4099","1F+",5,0.074568736921185,103
"4100","1F+",5,0.05452442614047,104
"4101","1F+",5,0.0603016365113203,105
"4102","1F+",5,0.137599379930449,106
"4103","1F+",5,0.0957427747599079,107
"4104","1F+",5,0.111139973702984,108
"4105","2F",5,0.12450314543571,1
"4106","2F",5,0.140307893779334,2
"4107","2F",5,0.155891872106867,3
"4108","2F",5,0.107903302113029,4
"4109","2F",5,0.0773973695320427,5
"4110","2F",5,0.142365398894778,6
"4111","2F",5,0.113788522042672,7
"4112","2F",5,0.123022937386754,8
"4113","2F",5,0.091635364517251,9
"4114","2F",5,0.123374106538655,10
"4115","2F",5,0.124898037372011,11
"4116","2F",5,0.114581566586575,12
"4117","2F",5,0.10797517173924,13
"4118","2F",5,0.104575161570199,14
"4119","2F",5,0.0932468051672355,15
"4120","2F",5,0.0990676254171777,16
"4121","2F",5,0.104104762466686,17
"4122","2F",5,0.106976600651584,18
"4123","2F",5,0.109343819562038,19
"4124","2F",5,0.101121782236253,20
"4125","2F",5,0.141254486057627,21
"4126","2F",5,0.102661686448088,22
"4127","2F",5,0.174537356907582,23
"4128","2F",5,0.126754000786849,24
"4129","2F",5,0.105306670194783,25
"4130","2F",5,0.107003672942783,26
"4131","2F",5,0.10292690375465,27
"4132","2F",5,0.153403358055843,28
"4133","2F",5,0.100838663258905,29
"4134","2F",5,0.0856075220165553,30
"4135","2F",5,0.168013428842358,31
"4136","2F",5,0.0811010568933639,32
"4137","2F",5,0.121354263400949,33
"4138","2F",5,0.109665825293092,34
"4139","2F",5,0.0882873634463459,35
"4140","2F",5,0.077287689362138,36
"4141","2F",5,0.0945832735288306,37
"4142","2F",5,0.161966069845784,38
"4143","2F",5,0.074279758997016,39
"4144","2F",5,0.137868276992112,40
"4145","2F",5,0.0648887479581453,41
"4146","2F",5,0.127446117526969,42
"4147","2F",5,0.102396922637657,43
"4148","2F",5,0.0909305368973602,44
"4149","2F",5,0.111429948385851,45
"4150","2F",5,0.14208372826805,46
"4151","2F",5,0.133074212142613,47
"4152","2F",5,0.0868877306280134,48
"4153","2F",5,0.149450540788093,49
"4154","2F",5,0.141600103615002,50
"4155","2F",5,0.148581914963494,51
"4156","2F",5,0.0731658203792288,52
"4157","2F",5,0.180288939532987,53
"4158","2F",5,0.0916658570565859,54
"4159","2F",5,0.123395993627983,55
"4160","2F",5,0.0695349520271404,56
"4161","2F",5,0.10257824081241,57
"4162","2F",5,0.0940575818134368,58
"4163","2F",5,0.130404837469159,59
"4164","2F",5,0.0989280243793208,60
"4165","2F",5,0.122846149113887,61
"4166","2F",5,0.08351003742724,62
"4167","2F",5,0.145731237468884,63
"4168","2F",5,0.0905923858917398,64
"4169","2F",5,0.0792696476953545,65
"4170","2F",5,0.147770169868339,66
"4171","2F",5,0.137050544496469,67
"4172","2F",5,0.108341550425977,68
"4173","2F",5,0.131016080886974,69
"4174","2F",5,0.143950571159346,70
"4175","2F",5,0.148031557812281,71
"4176","2F",5,0.0770188530385112,72
"4177","2F",5,0.10271313261659,73
"4178","2F",5,0.0958405716091138,74
"4179","2F",5,0.146951752729566,75
"4180","2F",5,0.0834695766595271,76
"4181","2F",5,0.104881456884132,77
"4182","2F",5,0.159873235086518,78
"4183","2F",5,0.0969226253564711,79
"4184","2F",5,0.103474161111885,80
"4185","2F",5,0.102178990940438,81
"4186","2F",5,0.102127561392264,82
"4187","2F",5,0.083101254338014,83
"4188","2F",5,0.121437024582136,84
"4189","2F",5,0.0985877462626338,85
"4190","2F",5,0.139089838779215,86
"4191","2F",5,0.105481362938976,87
"4192","2F",5,0.104620211771436,88
"4193","2F",5,0.0470031230366358,89
"4194","2F",5,0.108464652748219,90
"4195","2F",5,0.131566197448338,91
"4196","2F",5,0.105820594463963,92
"4197","2F",5,0.174233265725692,93
"4198","2F",5,0.0920872840313661,94
"4199","2F",5,0.195159718285983,95
"4200","2F",5,0.0885092647501675,96
"4201","2F",5,0.144795221665684,97
"4202","2F",5,0.108258504817259,98
"4203","2F",5,0.151303904692291,99
"4204","2F",5,0.136651496321362,100
"4205","2F",5,0.104412749636505,101
"4206","2F",5,0.103020425193868,102
"4207","2F",5,0.0710399020159179,103
"4208","2F",5,0.0515951784275943,104
"4209","2F",5,0.0952777625351823,105
"4210","2F",5,0.153285180664076,106
"4211","2F",5,0.108553257899406,107
"4212","2F",5,0.128002422796473,108
"4213","2F+",5,0.0710191496244208,1
"4214","2F+",5,0.124451448218857,2
"4215","2F+",5,0.154175605943983,3
"4216","2F+",5,0.0943430643106175,4
"4217","2F+",5,0.0488072608189918,5
"4218","2F+",5,0.165661620387272,6
"4219","2F+",5,0.113986575868305,7
"4220","2F+",5,0.121291865377698,8
"4221","2F+",5,0.0861736350766857,9
"4222","2F+",5,0.103517166664713,10
